ENCODED_MCT,TA_YM,Sales_Risk,Customer_Risk,Market_Risk,RiskScore,p_model,p_final,Alert
002816BA73,2023-09-01,0.26080000000000003,0.01749079075969365,0.25155,0.18503223722790813,,0.07401289489116325,GREEN
002816BA73,2023-10-01,0.2611,0.046404313832736924,0.29717499999999997,0.20751379414982107,,0.08300551765992843,GREEN
002816BA73,2023-11-01,0.2605,0.05028716006681736,0.29017499999999996,0.2063386480200452,,0.08253545920801808,GREEN
002816BA73,2023-12-01,0.2615,0.04645154248828773,0.240325,0.19063296274648633,,0.07625318509859454,GREEN
002816BA73,2024-01-01,0.2624,0.12106826104643206,0.292675,0.22908297831392962,,0.09163319132557185,GREEN
002816BA73,2024-02-01,0.26339999999999997,0.04849095272416086,0.26785,0.20026228581724825,,0.08010491432689931,GREEN
002816BA73,2024-03-01,0.26439999999999997,0.07587951444806984,0.25770000000000004,0.20583385433442097,,0.08233354173376839,GREEN
002816BA73,2024-04-01,0.2644,0.07336586084774875,0.3163,0.22265975825432466,,0.08906390330172986,GREEN
002816BA73,2024-05-01,0.26470000000000005,0.0773886075087369,0.3488,0.23373658225262112,,0.09349463290104845,GREEN
002816BA73,2024-06-01,0.2641,0.08879055319273589,0.36072499999999996,0.24049466595782076,,0.09619786638312831,GREEN
002816BA73,2024-07-01,0.264,0.06578821852887069,0.285325,0.2109339655586612,,0.08437358622346448,GREEN
002816BA73,2024-08-01,0.2644,0.003495000000000001,0.332375,0.206521,,0.08260840000000001,GREEN
002816BA73,2024-09-01,0.2639,0.013131589388893465,0.285025,0.19500697681666804,,0.07800279072666721,GREEN
002816BA73,2024-10-01,0.26339999999999997,0.02753519464786799,0.314825,0.20806805839436038,,0.08322722335774416,GREEN
002816BA73,2024-11-01,0.26339999999999997,0.05278000000000001,0.3033,0.21218399999999998,,0.0848736,GREEN
002816BA73,2024-12-01,0.2585,0.05,0.262075,0.1970225,,0.078809,GREEN
003473B465,2023-01-01,0.16040000000000001,0.15000000000000002,0.523325,0.26615750000000005,,0.10646300000000003,YELLOW
003473B465,2023-02-01,0.1602,0.181425,0.546325,0.282405,,0.112962,ORANGE
003473B465,2023-03-01,0.1582,0.11052000000000001,0.5595,0.264286,,0.10571440000000001,YELLOW
003473B465,2023-04-01,0.1562,0.101725,0.5615,0.2614475,,0.104579,YELLOW
003473B465,2023-05-01,0.1537,0.15000000000000002,0.5554,0.2731,,0.10924,YELLOW
003473B465,2023-06-01,0.1537,0.15503466173308428,0.5484,0.2725103985199253,,0.10900415940797013,YELLOW
003473B465,2023-07-01,0.15190000000000003,0.152405,0.56325,0.27545650000000005,,0.11018260000000002,ORANGE
003473B465,2023-08-01,0.1511,0.1,0.56225,0.259115,,0.103646,YELLOW
003473B465,2023-09-01,0.15050000000000002,0.125,0.5615,0.26615,,0.10646,ORANGE
003473B465,2023-10-01,0.15000000000000002,0.08743023127799279,0.5605,0.2543790693833978,,0.10175162775335914,YELLOW
003473B465,2023-11-01,0.14840000000000003,0.018297736910478653,0.5609999999999999,0.2331493210731436,,0.09325972842925745,GREEN
003473B465,2023-12-01,0.14800000000000002,0.0,0.56125,0.227575,,0.09103,GREEN
003473B465,2024-01-01,0.14250000000000002,0.033324999999999994,0.5615,0.23544749999999998,,0.094179,GREEN
003473B465,2024-02-01,0.1402,0.053088785565096386,0.5615,0.2404566356695289,,0.09618265426781157,GREEN
003473B465,2024-03-01,0.1405,0.04531250366903786,0.5609999999999999,0.23809375110071135,,0.09523750044028455,GREEN
003473B465,2024-04-01,0.14100000000000001,0.04389186117163739,0.56325,0.23854255835149124,,0.0954170233405965,GREEN
003473B465,2024-05-01,0.13960000000000003,0.16384530841834716,0.56325,0.2739685925255042,,0.10958743701020168,ORANGE
003473B465,2024-06-01,0.11610000000000001,0.0,0.5635,0.21549000000000001,,0.08619600000000001,GREEN
003473B465,2024-07-01,0.116,0.0,0.565,0.21589999999999998,,0.08635999999999999,GREEN
003473B465,2024-08-01,0.11610000000000001,0.0,0.5655,0.21609,,0.08643600000000001,GREEN
003473B465,2024-09-01,0.11620000000000001,0.0,0.566,0.21627999999999997,,0.08651199999999999,GREEN
003473B465,2024-10-01,0.1159,0.0,0.56575,0.216085,,0.08643400000000001,GREEN
003473B465,2024-11-01,0.11580000000000001,0.0,0.565,0.21581999999999998,,0.086328,GREEN
003473B465,2024-12-01,0.1171,0.0,0.5635,0.21589,,0.086356,GREEN
003AC99735,2023-01-01,0.2891,0.10505182661581307,0.19874999999999998,0.20678054798474393,,0.08271221919389758,GREEN
003AC99735,2023-02-01,0.2889,0.10597742882724939,0.20099999999999998,0.20765322864817481,,0.08306129145926994,GREEN
003AC99735,2023-03-01,0.2864,0.10460525117934817,0.2,0.20594157535380445,,0.08237663014152179,GREEN
003AC99735,2023-04-01,0.2867,0.10533536406243256,0.20224999999999999,0.20695560921872974,,0.0827822436874919,GREEN
003AC99735,2023-05-01,0.2893,0.10466707094788832,0.20299999999999999,0.20802012128436648,,0.0832080485137466,GREEN
003AC99735,2023-06-01,0.2871,0.08528060954217978,0.2005,0.20057418286265397,,0.08022967314506159,GREEN
003AC99735,2023-07-01,0.2865723038877837,0.0005749999999999978,0.20224999999999999,0.1754764215551135,,0.07019056862204541,GREEN
003AC99735,2023-08-01,0.2855,0.006610609114957293,0.20425,0.17745818273448719,,0.07098327309379487,GREEN
003AC99735,2023-09-01,0.2851014,0.0011000000000000038,0.20600000000000002,0.17617056,,0.07046822400000001,GREEN
003AC99735,2023-10-01,0.2855,0.001306499004668976,0.20675,0.17661694970140068,,0.07064677988056027,GREEN
003AC99735,2023-11-01,0.28712727085353873,0.002819999999999999,0.206,0.1774969083414155,,0.0709987633365662,GREEN
003AC99735,2023-12-01,0.2861193643901781,0.0043130443651581245,0.20425,0.1770166590656187,,0.07080666362624748,GREEN
003AC99735,2024-01-01,0.2858147151827596,0.0010799999999999935,0.20600000000000002,0.17644988607310386,,0.07057995442924155,GREEN
003AC99735,2024-02-01,0.28570958626968335,5.000000000000837e-05,0.20600000000000002,0.17609883450787334,,0.07043953380314934,GREEN
003AC99735,2024-03-01,0.2878,0.011178883801737115,0.20500000000000002,0.17997366514052113,,0.07198946605620846,GREEN
003AC99735,2024-04-01,0.28590000000000004,0.043842380120485025,0.20475,0.1889377140361455,,0.0755750856144582,GREEN
003AC99735,2024-05-01,0.28600000000000003,0.007689462758519218,0.20575,0.17843183882755578,,0.07137273553102232,GREEN
003AC99735,2024-06-01,0.2865342916022298,0.0,0.20475,0.17603871664089193,,0.07041548665635677,GREEN
003AC99735,2024-07-01,0.2886,0.00388,0.20575,0.17832900000000002,,0.07133160000000001,GREEN
003AC99735,2024-08-01,0.2863,0.043757216114493076,0.2055,0.18929716483434794,,0.07571886593373918,GREEN
003AC99735,2024-09-01,0.2867,0.04701822479553987,0.20475,0.19021046743866193,,0.07608418697546478,GREEN
003AC99735,2024-10-01,0.28705366957381767,0.0041189484369253794,0.20475,0.17748215236060466,,0.07099286094424187,GREEN
003AC99735,2024-11-01,0.2867,0.010242852286835592,0.20475,0.17917785568605066,,0.07167114227442027,GREEN
003AC99735,2024-12-01,0.2892,0.0006000000000000006,0.21425,0.180135,,0.07205399999999999,GREEN
0041E4E5AE,2023-01-01,0.29000000000000004,0.162225,0.2225,0.23141750000000003,,0.09256700000000001,GREEN
0041E4E5AE,2023-02-01,0.28620000000000007,0.10225000000000001,0.22349999999999998,0.21220500000000003,,0.08488200000000001,GREEN
0041E4E5AE,2023-03-01,0.28780000000000006,0.1005,0.225,0.21277000000000004,,0.08510800000000002,GREEN
0041E4E5AE,2023-04-01,0.2851878316306609,0.15094000000000002,0.22849999999999998,0.22790713265226437,,0.09116285306090575,GREEN
0041E4E5AE,2023-05-01,0.2893,0.1,0.22974999999999998,0.214645,,0.085858,GREEN
0041E4E5AE,2023-06-01,0.2886,0.10908071803163119,0.22649999999999998,0.21611421540948939,,0.08644568616379576,GREEN
0041E4E5AE,2023-07-01,0.2896,0.027094525719257714,0.22525,0.19154335771577732,,0.07661734308631094,GREEN
0041E4E5AE,2023-08-01,0.28479693223621183,0.06140045521575241,0.22475,0.19976390945921046,,0.07990556378368419,GREEN
0041E4E5AE,2023-09-01,0.28748813077547214,0.04758101140909591,0.22425,0.19654455573291765,,0.07861782229316706,GREEN
0041E4E5AE,2023-10-01,0.2984,0.060467676856597985,0.22199999999999998,0.2041003030569794,,0.08164012122279177,GREEN
0041E4E5AE,2023-11-01,0.2846,0.03796429238238591,0.21925,0.19100428771471578,,0.07640171508588632,GREEN
0041E4E5AE,2023-12-01,0.2872679010251989,0.008527545028410712,0.21725,0.18264042391860277,,0.07305616956744111,GREEN
0041E4E5AE,2024-01-01,0.286306876169147,0.000639999999999999,0.21875,0.18033975046765882,,0.07213590018706353,GREEN
0041E4E5AE,2024-02-01,0.28570000000000007,0.009235783164690573,0.21825,0.18252573494940721,,0.07301029397976289,GREEN
0041E4E5AE,2024-03-01,0.29129000691998347,0.0,0.21725,0.18169100276799338,,0.07267640110719735,GREEN
0041E4E5AE,2024-04-01,0.2864960012814784,0.002024999999999999,0.217,0.18030590051259135,,0.07212236020503654,GREEN
0041E4E5AE,2024-05-01,0.29510000000000003,0.05206,0.217,0.19875800000000002,,0.07950320000000001,GREEN
0041E4E5AE,2024-06-01,0.2938,0.010542006141048024,0.21649999999999997,0.18563260184231442,,0.07425304073692578,GREEN
0041E4E5AE,2024-07-01,0.2972,0.11985138627253498,0.218,0.2202354158817605,,0.0880941663527042,GREEN
0041E4E5AE,2024-08-01,0.2965,0.00238,0.21725,0.18448900000000001,,0.0737956,GREEN
0041E4E5AE,2024-09-01,0.29779999999999995,0.08178576491822262,0.21649999999999997,0.2086057294754668,,0.08344229179018672,GREEN
0041E4E5AE,2024-10-01,0.2832,0.15000000000000002,0.21649999999999997,0.22322999999999998,,0.089292,GREEN
0041E4E5AE,2024-11-01,0.28554920919003085,0.1461511817070949,0.2165,0.22301503818814084,,0.08920601527525635,GREEN
0041E4E5AE,2024-12-01,0.2951,0.151225,0.20975,0.2263325,,0.090533,GREEN
0050D68B18,2023-05-01,0.1346,0.092625,0.57675,0.25465249999999995,,0.10186099999999998,GREEN
0050D68B18,2023-06-01,0.2175,0.1,0.22499999999999998,0.1845,,0.0738,GREEN
0050D68B18,2023-07-01,0.2419,0.24286,0.22325,0.236593,,0.0946372,GREEN
0050D68B18,2023-08-01,0.256,0.104475,0.2225,0.2004925,,0.080197,GREEN
0050D68B18,2023-09-01,0.2653,0.15831247290952852,0.2205,0.21976374187285852,,0.08790549674914341,GREEN
0050D68B18,2023-10-01,0.2705,0.1701357292365829,0.2195,0.2250907187709749,,0.09003628750838996,GREEN
0050D68B18,2023-11-01,0.2753,0.08369130861836133,0.21775,0.2005523925855084,,0.08022095703420336,GREEN
0050D68B18,2023-12-01,0.27990000000000004,0.05831661146583593,0.2165,0.19440498343975077,,0.07776199337590031,GREEN
0050D68B18,2024-01-01,0.28090000000000004,0.09479721455686588,0.217,0.20589916436705977,,0.0823596657468239,GREEN
0050D68B18,2024-02-01,0.2825,0.0371206562022988,0.215,0.18863619686068964,,0.07545447874427585,GREEN
0050D68B18,2024-03-01,0.2843,0.04685904017091431,0.21375,0.1919027120512743,,0.07676108482050972,GREEN
0050D68B18,2024-04-01,0.28600000000000003,0.02388460024591055,0.21425,0.18584038007377318,,0.07433615202950927,GREEN
0050D68B18,2024-05-01,0.2873,0.029773495219324625,0.2135,0.1879020485657974,,0.07516081942631897,GREEN
0050D68B18,2024-06-01,0.2862,0.12260023625690085,0.21325,0.21523507087707028,,0.08609402835082812,GREEN
0050D68B18,2024-07-01,0.2861,0.0860926821554803,0.21525,0.2048428046466441,,0.08193712185865765,GREEN
0050D68B18,2024-08-01,0.2854,0.10866000000000002,0.214,0.21095799999999998,,0.08438319999999999,GREEN
0050D68B18,2024-09-01,0.2853,0.1117032259136899,0.215,0.21213096777410698,,0.0848523871096428,GREEN
0050D68B18,2024-10-01,0.2863,0.10372500000000001,0.21425,0.2099125,,0.08396500000000001,GREEN
0050D68B18,2024-11-01,0.28590000000000004,0.15312,0.214,0.22449600000000003,,0.08979840000000001,GREEN
0050D68B18,2024-12-01,0.28559999999999997,0.15000000000000002,0.2135,0.22329,,0.089316,GREEN
00646B6673,2023-01-01,0.3342,0.06884000000000001,0.45685,0.29138699999999995,,0.11655479999999999,ORANGE
00646B6673,2023-02-01,0.32780000000000004,0.05,0.408725,0.2687375,,0.10749500000000001,YELLOW
00646B6673,2023-03-01,0.31360000000000005,0.0,0.195875,0.18420250000000002,,0.07368100000000001,GREEN
00646B6673,2023-04-01,0.3327,0.08267000000000001,0.411675,0.2813835,,0.11255340000000001,ORANGE
00646B6673,2023-05-01,0.3375,0.0013249999999999998,0.3044,0.22671750000000002,,0.09068700000000002,GREEN
00646B6673,2023-06-01,0.3381,0.04498053825759157,0.1982,0.20819416147727746,,0.08327766459091099,GREEN
00646B6673,2023-07-01,0.2841346280673205,0.04215223803340219,0.1925,0.18404952263694885,,0.07361980905477954,GREEN
00646B6673,2023-08-01,0.26601604642199483,0.012580630528542205,0.19529999999999997,0.16877060772736058,,0.06750824309094423,GREEN
00646B6673,2023-09-01,0.268,0.01018542215103061,0.2562,0.1871156266453092,,0.07484625065812368,GREEN
00646B6673,2023-10-01,0.2695,0.0017599999999999977,0.307125,0.20046550000000002,,0.08018620000000001,GREEN
00646B6673,2023-11-01,0.2731,0.0046538182618223916,0.19374999999999998,0.1687611454785467,,0.06750445819141869,GREEN
00646B6673,2023-12-01,0.2904114,0.00448,0.248025,0.19191606,,0.076766424,GREEN
00646B6673,2024-01-01,0.31007142466804244,0.0024499999999999965,0.3558,0.23150356986721699,,0.0926014279468868,GREEN
00646B6673,2024-02-01,0.3252177318271002,0.00646276140784891,0.364375,0.24133842115319476,,0.09653536846127792,GREEN
00646B6673,2024-03-01,0.2745,0.05,0.26307499999999995,0.20372249999999997,,0.08148899999999999,GREEN
00646B6673,2024-04-01,0.2971506360051015,0.05969974450950845,0.2697,0.21768017775489312,,0.08707207110195725,GREEN
00646B6673,2024-05-01,0.2764,0.04873773120911588,0.195325,0.18377881936273474,,0.0735115277450939,GREEN
00646B6673,2024-06-01,0.3208836093076734,0.08695165061168028,0.19325,0.21241393890657345,,0.08496557556262939,GREEN
00646B6673,2024-07-01,0.2772,0.02685304307195774,0.19325,0.17691091292158734,,0.07076436516863494,GREEN
00646B6673,2024-08-01,0.2780058,0.06815957063257654,0.19275,0.18947519118977296,,0.07579007647590918,GREEN
00646B6673,2024-09-01,0.35680000000000006,0.011445000000000007,0.255225,0.22272100000000006,,0.08908840000000003,GREEN
00646B6673,2024-10-01,0.2787,0.05,0.19275,0.184305,,0.073722,GREEN
00646B6673,2024-11-01,0.2772,0.052544999999999994,0.19224999999999998,0.1843185,,0.0737274,GREEN
00646B6673,2024-12-01,0.2742839,0.005166540248715327,0.22777499999999998,0.17959602207461461,,0.07183840882984585,GREEN
0074C4990A,2023-01-01,0.2855,0.154725,0.1945,0.21896749999999998,,0.087587,GREEN
0074C4990A,2023-02-01,0.2868,0.17042000000000002,0.28105,0.25016099999999997,,0.1000644,GREEN
0074C4990A,2023-03-01,0.28700000000000003,0.15132,0.30032499999999995,0.2502935,,0.10011740000000001,GREEN
0074C4990A,2023-04-01,0.28780000000000006,0.1410997678459891,0.304725,0.24886743035379677,,0.09954697214151871,GREEN
0074C4990A,2023-05-01,0.28780000000000006,0.150895,0.313825,0.25453600000000004,,0.10181440000000003,GREEN
0074C4990A,2023-06-01,0.2873,0.12577187844753537,0.314825,0.24709906353426064,,0.09883962541370427,GREEN
0074C4990A,2023-07-01,0.2874,0.025620013532768483,0.30142499999999994,0.21307350405983053,,0.08522940162393222,GREEN
0074C4990A,2023-08-01,0.28700000000000003,0.01794747220336064,0.304975,0.2116767416610082,,0.08467069666440329,GREEN
0074C4990A,2023-09-01,0.28790000000000004,0.036088014334787706,0.28857499999999997,0.21255890430043634,,0.08502356172017454,GREEN
0074C4990A,2023-10-01,0.28690000000000004,0.020305796292841113,0.339075,0.22257423888785238,,0.08902969555514095,GREEN
0074C4990A,2023-11-01,0.2806,0.05731799126894874,0.44194999999999995,0.2620203973806846,,0.10480815895227386,ORANGE
0074C4990A,2023-12-01,0.2803,0.043554549175873314,0.49987499999999996,0.27514886475276196,,0.11005954590110478,ORANGE
0074C4990A,2024-01-01,0.27580000000000005,0.009425000000000003,0.30722499999999997,0.20531500000000003,,0.08212600000000002,GREEN
0074C4990A,2024-02-01,0.2756,0.007136314286248818,0.280225,0.19644839428587466,,0.07857935771434987,GREEN
0074C4990A,2024-03-01,0.2743,0.026886258767461355,0.44857500000000006,0.2523583776302384,,0.10094335105209536,YELLOW
0074C4990A,2024-04-01,0.2743,0.0,0.3124,0.20344,,0.081376,GREEN
0074C4990A,2024-05-01,0.2752,0.011784135270937062,0.330375,0.21272774058128113,,0.08509109623251246,GREEN
0074C4990A,2024-06-01,0.2743,0.11768759385935591,0.30072499999999996,0.23524377815780678,,0.09409751126312271,GREEN
0074C4990A,2024-07-01,0.2732,0.014945921292595234,0.4062,0.23562377638777857,,0.09424951055511144,GREEN
0074C4990A,2024-08-01,0.2716,0.10766,0.44919999999999993,0.275698,,0.11027920000000001,ORANGE
0074C4990A,2024-09-01,0.2659,0.1492509078125524,0.284775,0.23656777234376572,,0.0946271089375063,GREEN
0074C4990A,2024-10-01,0.2694,0.102325,0.27125,0.2198325,,0.087933,GREEN
0074C4990A,2024-11-01,0.27090000000000003,0.1046,0.264275,0.2190225,,0.087609,GREEN
0074C4990A,2024-12-01,0.27380000000000004,0.04433383297958773,0.26385,0.20197514989387633,,0.08079005995755054,GREEN
007BE37BA2,2023-01-01,0.2857,0.15885500000000002,0.21375,0.22606150000000003,,0.09042460000000002,GREEN
007BE37BA2,2023-02-01,0.2862,0.12982025849580647,0.2155,0.21807607754874198,,0.08723043101949679,GREEN
007BE37BA2,2023-03-01,0.2855,0.14421432358268918,0.21825,0.22293929707480675,,0.0891757188299227,GREEN
007BE37BA2,2023-04-01,0.2846,0.12966238619311782,0.22075,0.21896371585793534,,0.08758548634317415,GREEN
007BE37BA2,2023-05-01,0.2836,0.10269328108594271,0.222,0.2108479843257828,,0.08433919373031312,GREEN
007BE37BA2,2023-06-01,0.28290000000000004,0.1,0.22125,0.20953500000000003,,0.08381400000000001,GREEN
007BE37BA2,2023-07-01,0.2815,0.003739999999999999,0.26915,0.194467,,0.0777868,GREEN
007BE37BA2,2023-08-01,0.2803,0.013308360764328193,0.2358,0.18685250822929844,,0.07474100329171939,GREEN
007BE37BA2,2023-09-01,0.2801,0.03403951826814523,0.2205,0.18840185548044358,,0.07536074219217744,GREEN
007BE37BA2,2023-10-01,0.27980000000000005,0.0024200000000000003,0.2195,0.17849600000000002,,0.07139840000000001,GREEN
007BE37BA2,2023-11-01,0.2825,0.047756554877785545,0.21525,0.19190196646333565,,0.07676078658533426,GREEN
007BE37BA2,2023-12-01,0.2824,0.0005750000000000009,0.21425,0.1774075,,0.070963,GREEN
007BE37BA2,2024-01-01,0.2822,0.005414999999999999,0.2155,0.1791545,,0.0716618,GREEN
007BE37BA2,2024-02-01,0.28180000000000005,0.0,0.21425,0.176995,,0.07079800000000001,GREEN
007BE37BA2,2024-03-01,0.2821,0.0023599999999999984,0.21275,0.177373,,0.0709492,GREEN
007BE37BA2,2024-04-01,0.2825,0.0016250000000000014,0.21375,0.1776125,,0.07104500000000001,GREEN
007BE37BA2,2024-05-01,0.2824,0.00396063190501858,0.21325,0.17812318957150558,,0.07124927582860223,GREEN
007BE37BA2,2024-06-01,0.2833,0.0,0.21275,0.177145,,0.070858,GREEN
007BE37BA2,2024-07-01,0.28390000000000004,0.004100000000000001,0.21375,0.17891500000000002,,0.071566,GREEN
007BE37BA2,2024-08-01,0.28500000000000003,0.007997321573895384,0.21275,0.18022419647216864,,0.07208967858886746,GREEN
007BE37BA2,2024-09-01,0.28490000000000004,0.002980000000000002,0.2135,0.178904,,0.0715616,GREEN
007BE37BA2,2024-10-01,0.2844,0.020518671717424317,0.213,0.1838156015152273,,0.07352624060609092,GREEN
007BE37BA2,2024-11-01,0.2841,0.03643771656682522,0.21275,0.18839631497004758,,0.07535852598801904,GREEN
007BE37BA2,2024-12-01,0.28180000000000005,0.0,0.21,0.17572000000000004,,0.07028800000000002,GREEN
00803E9174,2024-02-01,0.13860000000000003,0.025695000000000003,0.56925,0.23392350000000003,,0.09356940000000002,GREEN
00803E9174,2024-03-01,0.1584,0.1,0.4915999999999999,0.24084,,0.096336,GREEN
00803E9174,2024-04-01,0.17020000000000002,0.26788918884279617,0.4806999999999999,0.29265675665283886,,0.11706270266113555,RED
00803E9174,2024-05-01,0.17760000000000004,0.09717004616574837,0.5003249999999999,0.2502885138497245,,0.1001154055398898,YELLOW
00803E9174,2024-06-01,0.18430000000000002,0.1355,0.503925,0.2655475,,0.10621900000000001,ORANGE
00803E9174,2024-07-01,0.1925,0.1602,0.4545,0.26141000000000003,,0.10456400000000002,YELLOW
00803E9174,2024-08-01,0.2041,0.15000000000000002,0.38305,0.241555,,0.096622,GREEN
00803E9174,2024-09-01,0.2134,0.118845,0.365425,0.23064099999999998,,0.0922564,GREEN
00803E9174,2024-10-01,0.2189,0.12758374472462816,0.449125,0.2605726234173884,,0.10422904936695537,YELLOW
00803E9174,2024-11-01,0.2218,0.08205012391676907,0.48649999999999993,0.2592850371750307,,0.10371401487001229,YELLOW
00803E9174,2024-12-01,0.2333,0.055830312746620814,0.308875,0.20273159382398626,,0.0810926375295945,GREEN
0080644746,2023-01-01,0.2797,0.026040000000000008,0.18625,0.175567,,0.0702268,GREEN
0080644746,2023-02-01,0.2797,0.0018749999999999988,0.18925,0.1692175,,0.067687,GREEN
0080644746,2023-03-01,0.2802,0.008423827814090025,0.18775,0.17093214834422701,,0.06837285933769081,GREEN
0080644746,2023-04-01,0.2797,0.0175426105232016,0.1885,0.1736927831569605,,0.0694771132627842,GREEN
0080644746,2023-05-01,0.27949999999999997,0.0,0.189,0.16849999999999998,,0.0674,GREEN
0080644746,2023-06-01,0.2791,0.03533452542555915,0.18874999999999997,0.17886535762766775,,0.0715461430510671,GREEN
0080644746,2023-07-01,0.27880000000000005,0.0,0.19075,0.16874500000000003,,0.06749800000000002,GREEN
0080644746,2023-08-01,0.2784,0.00286,0.192,0.169818,,0.06792720000000001,GREEN
0080644746,2023-09-01,0.2784,0.0010499999999999989,0.1935,0.169725,,0.06788999999999999,GREEN
0080644746,2023-10-01,0.2767,0.0026449999999999967,0.19474999999999998,0.1698985,,0.0679594,GREEN
0080644746,2023-11-01,0.27680000000000005,0.00030000000000000165,0.1995,0.17066000000000003,,0.06826400000000002,GREEN
0080644746,2023-12-01,0.2756,0.012220000000000003,0.28845,0.20044099999999998,,0.0801764,GREEN
0080644746,2024-01-01,0.2724,0.004745000000000001,0.5505,0.2755335,,0.1102134,ORANGE
0080644746,2024-02-01,0.26890000000000003,0.0006499999999999978,0.55025,0.27283,,0.109132,ORANGE
0080644746,2024-03-01,0.2639,0.0,0.55025,0.270635,,0.10825400000000002,ORANGE
0080644746,2024-04-01,0.25960000000000005,0.0006499999999999978,0.5519999999999999,0.269635,,0.107854,ORANGE
0080644746,2024-05-01,0.25350000000000006,0.0008250000000000011,0.5525,0.2673975,,0.10695900000000001,ORANGE
0080644746,2024-06-01,0.2473,0.0,0.5535,0.26497000000000004,,0.10598800000000003,ORANGE
0080644746,2024-07-01,0.2391,0.0011000000000000003,0.5559999999999999,0.26276999999999995,,0.10510799999999998,YELLOW
0080644746,2024-08-01,0.2295,0.02900731343786163,0.5565,0.26745219403135845,,0.10698087761254338,ORANGE
0080644746,2024-09-01,0.2146,0.05545713319080326,0.5575,0.26972713995724096,,0.10789085598289638,ORANGE
0080644746,2024-10-01,0.19630000000000003,0.10205,0.55725,0.27631,,0.11052400000000001,ORANGE
0080644746,2024-11-01,0.1612,0.10200000000000001,0.55625,0.261955,,0.104782,YELLOW
0080644746,2024-12-01,0.1055,0.009250000000000001,0.5705,0.216125,,0.08645000000000001,GREEN
